企业ID,行业名称,经营年份,注册金额（万元）,所在城市,城市等级,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,零售品类,门店面积（㎡）,月均客流量（人）
RETL-202512-621662,零售行业,2.0,408.4,盐城,三线及以下,336.0,163.8,108.5,27,通过,综合商超,299.0,4657
RETL-202512-123403,零售行业,4.0,172.2,重庆,新一线城市,531.0,983.3,666.5,86,通过,便利店,1295.5,33201
RETL-202512-292252,零售行业,6.0,259.1,泉州,三线及以下,842.0,142.6,92.0,43,通过,家电零售,429.2,1198
RETL-202512-561110,零售行业,9.0,211.4,深圳,一线城市,,380.5,231.3,25,通过,服饰零售,155.9,2393
RETL-202512-991394,零售行业,2.0,,常州,三线及以下,743.0,49.3,35.4,58,通过,服饰零售,359.4,6499
RETL-202512-679833,零售行业,15.0,91.1,长沙,二线城市,894.0,22.9,18.4,37,通过,服饰零售,729.1,8380
RETL-202512-655580,零售行业,,336.0,哈尔滨,二线城市,542.0,159.8,134.8,21,通过,综合商超,58.8,2194
RETL-202512-399968,零售行业,14.0,475.2,常州,三线及以下,827.0,306.3,248.1,13,通过,文具零售,686.1,9789
RETL-202512-448642,零售行业,8.0,129.9,大连,二线城市,657.0,336.8,227.2,31,通过,便利店,154.2,5659
RETL-202512-903053,零售行业,13.0,266.8,上海,一线城市,301.0,695.3,567.5,89,通过,便利店,1046.2,28528
RETL-202512-351966,零售行业,1.0,221.5,盐城,三线及以下,937.0,389.4,243.8,53,通过,美妆零售,608.0,8196
RETL-202512-310626,零售行业,11.0,379.5,保定,三线及以下,734.0,710.6,545.0,79,通过,服饰零售,1314.2,37072
RETL-202512-559802,零售行业,12.0,320.6,长沙,二线城市,315.0,184.6,117.2,56,通过,综合商超,337.3,7267
RETL-202512-782515,零售行业,20.0,418.7,南京,新一线城市,695.0,180.4,133.8,55,拒绝,美妆零售,498.7,8113
RETL-202512-446184,零售行业,9.0,347.1,常州,三线及以下,836.0,399.0,277.2,57,拒绝,文具零售,485.2,4482
RETL-202512-083835,零售行业,1.0,227.4,深圳,一线城市,648.0,312.5,198.7,38,通过,美妆零售,794.4,4361
RETL-202512-604986,零售行业,5.0,153.6,盐城,三线及以下,723.0,170.7,108.0,54,拒绝,综合商超,348.3,2443
RETL-202512-501842,零售行业,4.0,367.1,保定,三线及以下,603.0,173.9,117.2,24,通过,美妆零售,394.1,7539
RETL-202512-939784,零售行业,8.0,153.1,宁波,二线城市,336.0,712.9,572.9,91,通过,便利店,998.6,40274
RETL-202512-951287,零售行业,15.0,23.1,潍坊,三线及以下,727.0,274.2,227.4,24,通过,综合商超,573.9,1388
RETL-202512-700434,零售行业,8.0,111.3,西安,新一线城市,752.0,445.0,344.6,33,通过,生鲜零售,724.1,8003
RETL-202512-500323,零售行业,4.0,343.9,南京,新一线城市,738.0,271.1,229.9,5,通过,便利店,723.5,8421
RETL-202512-438580,零售行业,2.0,384.4,重庆,新一线城市,380.0,360.0,249.2,34,拒绝,服饰零售,288.4,6150
RETL-202512-450196,零售行业,6.0,53.2,青岛,二线城市,549.0,220.6,182.3,8,拒绝,文具零售,458.2,3543
RETL-202512-835156,零售行业,12.0,150.6,常州,三线及以下,827.0,150.6,123.6,55,通过,便利店,445.1,3195
RETL-202512-454382,零售行业,11.0,465.2,成都,新一线城市,891.0,369.7,303.8,17,通过,生鲜零售,608.9,3128
RETL-202512-836587,零售行业,13.0,32.2,西安,新一线城市,828.0,229.3,274.6,49,通过,美妆零售,208.2,6158
RETL-202512-282790,零售行业,0.0,363.3,苏州,新一线城市,883.0,57.6,41.2,28,通过,便利店,266.9,3099
RETL-202512-034236,零售行业,1.0,22.7,济南,二线城市,905.0,252.4,206.1,53,拒绝,综合商超,651.7,7358
RETL-202512-803648,零售行业,2.0,198.4,广州,一线城市,413.0,374.8,246.8,5,通过,文具零售,390.8,3191
RETL-202512-113978,零售行业,10.0,470.4,成都,新一线城市,853.0,328.4,209.4,7,通过,家电零售,216.6,9286
RETL-202512-128653,零售行业,15.0,404.4,长沙,二线城市,919.0,641.0,446.1,99,通过,家电零售,817.9,39691
RETL-202512-409327,零售行业,13.0,419.4,宁波,二线城市,828.0,778.0,654.1,72,通过,生鲜零售,1242.9,47734
RETL-202512-061691,零售行业,15.0,198.3,青岛,二线城市,532.0,51.4,42.4,5,通过,美妆零售,586.6,9995
RETL-202512-924532,零售行业,5.0,362.6,济南,二线城市,717.0,225.1,154.1,50,拒绝,文具零售,792.2,9091
RETL-202512-908296,零售行业,6.0,236.8,天津,新一线城市,498.0,279.2,210.5,11,通过,文具零售,433.5,8366
RETL-202512-108972,零售行业,8.0,142.6,大连,二线城市,628.0,129.1,99.4,25,通过,综合商超,342.7,9230
RETL-202512-950575,零售行业,10.0,37.9,青岛,二线城市,652.0,307.0,184.9,36,通过,美妆零售,634.1,5774
RETL-202512-309664,零售行业,13.0,478.9,沈阳,二线城市,394.0,139.1,93.7,35,通过,生鲜零售,664.2,1144
RETL-202512-651530,零售行业,5.0,467.3,唐山,三线及以下,676.0,924.7,746.1,119,通过,综合商超,1162.4,10978
RETL-202512-268023,零售行业,3.0,134.8,沈阳,二线城市,453.0,47.1,28.4,46,通过,家电零售,676.0,1760
RETL-202512-306393,零售行业,1.0,381.7,厦门,二线城市,370.0,186.1,131.2,16,通过,文具零售,71.4,8021
RETL-202512-363758,零售行业,2.0,72.4,北京,一线城市,416.0,818.9,591.1,85,拒绝,综合商超,1007.7,38539
RETL-202512-149423,零售行业,14.0,263.2,唐山,三线及以下,665.0,212.7,167.6,7,通过,美妆零售,282.8,6009
RETL-202512-554023,零售行业,12.0,277.5,济南,二线城市,757.0,514.8,335.6,105,通过,家电零售,1188.8,49595
RETL-202512-454080,零售行业,9.0,275.0,哈尔滨,二线城市,323.0,16.8,11.4,26,通过,综合商超,211.8,1112
RETL-202512-328719,零售行业,13.0,60.0,成都,新一线城市,556.0,100.7,65.3,56,通过,综合商超,302.8,2493
RETL-202512-300532,零售行业,14.0,488.6,北京,一线城市,880.0,451.4,354.0,54,通过,便利店,332.6,3094
RETL-202512-970537,零售行业,10.0,265.3,长沙,二线城市,579.0,959.5,766.9,107,通过,综合商超,1271.7,39111
RETL-202512-977708,零售行业,13.0,429.5,广州,一线城市,555.0,734.3,508.3,77,通过,生鲜零售,1429.5,45747
RETL-202512-379898,零售行业,14.0,326.6,邯郸,三线及以下,528.0,165.6,129.8,39,通过,文具零售,791.6,7098
RETL-202512-151270,零售行业,9.0,452.5,厦门,二线城市,447.0,181.9,135.5,38,通过,综合商超,388.6,2122
RETL-202512-595928,零售行业,7.0,14.0,宁波,二线城市,838.0,307.6,184.6,14,通过,生鲜零售,778.5,9583
RETL-202512-485102,零售行业,4.0,71.6,邯郸,三线及以下,914.0,83.9,63.7,27,通过,综合商超,197.8,5164
RETL-202512-502586,零售行业,3.0,368.7,盐城,三线及以下,915.0,32.1,21.4,7,通过,美妆零售,682.5,4390
RETL-202512-228162,零售行业,15.0,260.8,泉州,三线及以下,434.0,135.0,110.5,37,通过,便利店,528.8,4524
RETL-202512-802238,零售行业,5.0,448.4,沈阳,二线城市,924.0,196.5,165.2,51,通过,服饰零售,674.5,2706
RETL-202512-767509,零售行业,12.0,74.1,重庆,新一线城市,767.0,201.5,135.4,18,通过,便利店,120.5,3742
RETL-202512-397542,零售行业,2.0,432.1,邯郸,三线及以下,409.0,606.2,399.6,106,通过,综合商超,1315.6,32356
RETL-202512-249290,零售行业,15.0,88.4,宁波,二线城市,399.0,302.1,183.7,31,通过,服饰零售,277.9,7815
RETL-202512-622601,零售行业,3.0,54.8,武汉,新一线城市,620.0,120.7,92.7,23,通过,生鲜零售,259.1,6677
RETL-202512-507820,零售行业,5.0,106.0,重庆,新一线城市,509.0,147.6,103.4,8,通过,文具零售,150.4,3240
RETL-202512-869215,零售行业,9.0,108.6,上海,一线城市,754.0,162.1,130.1,17,通过,服饰零售,346.1,7213
RETL-202512-120099,零售行业,3.0,,厦门,二线城市,576.0,628.7,505.2,60,通过,生鲜零售,906.5,43527
RETL-202512-221841,零售行业,7.0,499.4,沈阳,二线城市,772.0,295.9,200.6,27,通过,文具零售,749.5,6002
RETL-202512-674613,零售行业,8.0,87.5,泉州,三线及以下,451.0,142.7,97.8,5,通过,生鲜零售,277.2,9560
RETL-202512-074158,零售行业,1.0,111.3,泉州,三线及以下,877.0,363.0,281.8,33,通过,生鲜零售,516.7,4675
RETL-202512-765658,零售行业,4.0,196.7,天津,新一线城市,775.0,299.0,180.0,23,通过,服饰零售,707.3,5333
RETL-202512-372328,零售行业,3.0,272.3,重庆,新一线城市,457.0,234.1,166.3,50,通过,综合商超,542.5,6633
RETL-202512-038871,零售行业,2.0,387.0,盐城,三线及以下,547.0,565.3,437.5,90,通过,便利店,842.1,35350
RETL-202512-469962,零售行业,7.0,259.5,长沙,二线城市,944.0,238.8,147.3,41,通过,家电零售,198.7,1467
RETL-202512-319112,零售行业,7.0,294.2,潍坊,三线及以下,615.0,199.0,155.0,14,通过,美妆零售,105.9,7643
RETL-202512-830719,零售行业,13.0,239.3,保定,三线及以下,610.0,172.7,133.2,39,拒绝,综合商超,462.3,4305
RETL-202512-387116,零售行业,7.0,24.8,唐山,三线及以下,379.0,73.7,60.1,23,通过,家电零售,452.7,2011
RETL-202512-459969,零售行业,2.0,375.7,常州,三线及以下,397.0,116.4,75.0,50,通过,综合商超,56.5,2310
RETL-202512-232791,零售行业,,309.4,深圳,一线城市,586.0,22.2,15.2,29,通过,便利店,781.9,8063
RETL-202512-766643,零售行业,12.0,380.1,成都,新一线城市,692.0,179.8,190.7,44,通过,综合商超,198.4,3988
RETL-202512-891816,零售行业,10.0,494.4,常州,三线及以下,799.0,875.1,659.4,77,通过,文具零售,1082.5,27979
RETL-202512-141385,零售行业,5.0,261.3,广州,一线城市,749.0,93.5,65.0,29,拒绝,综合商超,108.5,7335
RETL-202512-743539,零售行业,2.0,318.0,青岛,二线城市,348.0,631.6,421.6,79,通过,综合商超,1008.1,27455
RETL-202512-331576,零售行业,2.0,399.5,南京,新一线城市,739.0,646.7,418.6,80,通过,便利店,837.3,28354
RETL-202512-412949,零售行业,14.0,343.7,上海,一线城市,846.0,40.9,25.8,39,通过,便利店,624.5,6498
RETL-202512-170400,零售行业,5.0,152.2,杭州,新一线城市,757.0,371.9,289.3,42,通过,生鲜零售,515.8,2774
RETL-202512-775719,零售行业,,349.8,广州,一线城市,,50.5,37.0,8,通过,便利店,578.0,2524
RETL-202512-203940,零售行业,3.0,310.6,南京,新一线城市,326.0,221.8,177.5,27,通过,家电零售,763.2,3238
RETL-202512-655589,零售行业,12.0,96.6,上海,一线城市,696.0,385.9,296.8,57,通过,美妆零售,153.1,3548
RETL-202512-938491,零售行业,14.0,390.9,西安,新一线城市,878.0,126.5,99.0,43,通过,生鲜零售,418.6,4638
RETL-202512-881586,零售行业,12.0,79.6,泉州,三线及以下,338.0,564.3,338.7,68,通过,服饰零售,1301.9,31206
RETL-202512-497968,零售行业,9.0,159.5,常州,三线及以下,385.0,186.4,121.3,29,通过,美妆零售,193.6,9914
RETL-202512-833277,零售行业,10.0,375.7,潍坊,三线及以下,368.0,428.2,259.2,49,通过,服饰零售,320.0,8586
RETL-202512-761452,零售行业,2.0,,深圳,一线城市,685.0,757.0,578.5,112,通过,便利店,919.0,23402
RETL-202512-486255,零售行业,,218.5,北京,一线城市,525.0,240.1,196.3,53,通过,家电零售,633.3,1472
RETL-202512-438951,零售行业,5.0,324.1,上海,一线城市,642.0,115.2,70.4,52,通过,服饰零售,39.8,9692
RETL-202512-499820,零售行业,3.0,437.6,常州,三线及以下,566.0,87.2,71.9,38,通过,综合商超,268.3,5894
RETL-202512-671067,零售行业,2.0,296.0,长沙,二线城市,802.0,50.4,42.0,44,通过,服饰零售,100.0,7836
RETL-202512-472552,零售行业,9.0,390.8,潍坊,三线及以下,447.0,146.0,98.0,27,通过,服饰零售,367.1,5050
RETL-202512-149605,零售行业,13.0,261.2,西安,新一线城市,418.0,293.7,196.0,32,通过,综合商超,608.4,4518
RETL-202512-450181,零售行业,6.0,112.6,宁波,二线城市,428.0,177.4,149.8,6,通过,服饰零售,418.0,9698
RETL-202512-315806,零售行业,7.0,396.0,唐山,三线及以下,576.0,127.5,87.7,56,通过,生鲜零售,332.1,7593
RETL-202512-991971,零售行业,5.0,109.3,哈尔滨,二线城市,613.0,160.7,117.1,0,通过,美妆零售,209.0,4614
RETL-202512-808489,零售行业,,476.0,阜阳,三线及以下,786.0,667.0,557.3,115,通过,综合商超,1478.7,31333
RETL-202512-053779,零售行业,10.0,,青岛,二线城市,302.0,159.9,126.0,13,通过,美妆零售,410.7,8483
RETL-202512-931987,零售行业,12.0,413.4,苏州,新一线城市,415.0,375.1,308.4,43,通过,综合商超,373.8,1797
RETL-202512-642422,零售行业,14.0,,邯郸,三线及以下,647.0,689.6,583.7,500,拒绝,便利店,1221.6,33637
RETL-202512-210395,零售行业,4.0,132.0,深圳,一线城市,829.0,163.0,133.0,40,通过,服饰零售,115.4,2683
RETL-202512-043145,零售行业,4.0,468.0,厦门,二线城市,699.0,141.0,91.6,32,通过,生鲜零售,525.9,1957
RETL-202512-514737,零售行业,20.0,84.5,泉州,三线及以下,390.0,270.4,191.8,23,拒绝,文具零售,336.8,5047
RETL-202512-471060,零售行业,7.0,449.7,厦门,二线城市,507.0,882.2,581.1,0,通过,文具零售,1194.2,38530
RETL-202512-759915,零售行业,12.0,188.7,广州,一线城市,738.0,184.2,152.8,14,通过,服饰零售,285.1,3040
RETL-202512-977371,零售行业,,210.9,南京,新一线城市,712.0,527.6,320.6,77,拒绝,文具零售,973.9,26823
RETL-202512-809442,零售行业,6.0,406.4,大连,二线城市,791.0,395.7,290.6,43,通过,服饰零售,215.6,9612
RETL-202512-776525,零售行业,14.0,367.3,重庆,新一线城市,607.0,43.3,30.7,54,通过,文具零售,152.7,1851
RETL-202512-454523,零售行业,15.0,50.1,武汉,新一线城市,512.0,100.4,79.9,40,拒绝,生鲜零售,741.9,1243
RETL-202512-572109,零售行业,3.0,349.0,杭州,新一线城市,517.0,184.6,145.4,60,通过,便利店,410.3,6156
RETL-202512-861259,零售行业,2.0,116.0,济南,二线城市,891.0,234.9,250.9,50,通过,综合商超,113.2,5947
RETL-202512-343448,零售行业,6.0,74.7,西安,新一线城市,490.0,113.5,93.0,19,通过,服饰零售,204.4,1918
RETL-202512-014006,零售行业,7.0,19.3,唐山,三线及以下,433.0,346.0,271.1,46,通过,美妆零售,349.3,8314
RETL-202512-301073,零售行业,1.0,306.7,长沙,二线城市,,330.4,269.2,41,拒绝,文具零售,389.5,8575
RETL-202512-856822,零售行业,12.0,72.9,大连,二线城市,357.0,194.7,123.1,8,通过,文具零售,727.4,8843
RETL-202512-492717,零售行业,4.0,337.3,邯郸,三线及以下,695.0,72.1,56.4,36,通过,便利店,550.0,3832
RETL-202512-047189,零售行业,12.0,188.8,常州,三线及以下,381.0,240.2,156.0,34,通过,家电零售,67.4,5615
RETL-202512-536683,零售行业,7.0,175.4,上海,一线城市,906.0,261.4,200.4,49,通过,文具零售,713.5,2970
RETL-202512-369521,零售行业,9.0,418.7,保定,三线及以下,899.0,38.3,29.9,23,通过,家电零售,390.6,4062
RETL-202512-683077,零售行业,4.0,100.3,常州,三线及以下,667.0,286.6,209.3,44,通过,生鲜零售,665.5,2310
RETL-202512-915748,零售行业,10.0,356.5,常州,三线及以下,413.0,280.2,218.3,54,通过,服饰零售,295.4,6852
RETL-202512-797002,零售行业,13.0,359.2,常州,三线及以下,849.0,152.7,126.8,25,通过,家电零售,481.6,2083
RETL-202512-868447,零售行业,3.0,57.8,宁波,二线城市,821.0,77.6,46.9,35,通过,美妆零售,396.3,6665
RETL-202512-420463,零售行业,2.0,103.4,武汉,新一线城市,576.0,307.3,221.2,5,通过,便利店,382.3,3288
RETL-202512-756187,零售行业,15.0,173.3,济南,二线城市,929.0,969.6,679.1,97,拒绝,服饰零售,994.5,14296
RETL-202512-885687,零售行业,10.0,38.5,济南,二线城市,942.0,207.2,152.8,6,通过,文具零售,149.8,1276
RETL-202512-762364,零售行业,13.0,1500.0,青岛,二线城市,937.0,942.2,742.4,81,通过,家电零售,1478.4,41694
RETL-202512-626580,零售行业,3.0,254.8,杭州,新一线城市,949.0,704.5,454.8,83,通过,家电零售,1033.0,31292
RETL-202512-329537,零售行业,2.0,,南京,新一线城市,867.0,242.5,163.9,38,通过,文具零售,430.3,8774
RETL-202512-893821,零售行业,7.0,337.5,宁波,二线城市,386.0,207.6,174.8,9,通过,便利店,599.0,5215
RETL-202512-650808,零售行业,10.0,156.1,潍坊,三线及以下,508.0,842.1,666.3,78,通过,美妆零售,1443.3,31682
RETL-202512-042281,零售行业,13.0,141.7,重庆,新一线城市,584.0,168.0,125.4,55,通过,服饰零售,704.3,9263
RETL-202512-357760,零售行业,4.0,303.2,厦门,二线城市,307.0,682.2,526.6,69,通过,家电零售,1256.1,26622
RETL-202512-576534,零售行业,11.0,468.4,潍坊,三线及以下,405.0,293.3,196.4,54,拒绝,便利店,154.3,7934
RETL-202512-077968,零售行业,11.0,180.5,上海,一线城市,568.0,492.3,335.5,41,通过,便利店,105.3,1650
RETL-202512-786843,零售行业,4.0,,沈阳,二线城市,843.0,325.5,273.3,17,通过,服饰零售,725.4,2201
RETL-202512-471563,零售行业,15.0,497.5,盐城,三线及以下,910.0,256.1,209.8,28,通过,生鲜零售,724.0,8560
RETL-202512-591229,零售行业,13.0,311.4,济南,二线城市,679.0,286.9,197.1,52,通过,综合商超,678.8,1841
RETL-202512-448206,零售行业,,460.4,宁波,二线城市,642.0,334.4,266.0,48,通过,服饰零售,703.8,7542
RETL-202512-360907,零售行业,5.0,433.8,唐山,三线及以下,611.0,379.2,250.8,12,通过,服饰零售,182.1,3741
RETL-202512-948708,零售行业,,162.0,邯郸,三线及以下,305.0,982.0,611.5,65,通过,家电零售,820.2,16833
RETL-202512-795974,零售行业,1.0,433.2,唐山,三线及以下,1100.0,379.9,321.8,49,通过,家电零售,365.9,5170
RETL-202512-745314,零售行业,15.0,291.9,厦门,二线城市,930.0,359.7,295.7,10,通过,美妆零售,791.2,8866
RETL-202512-821781,零售行业,8.0,222.4,长沙,二线城市,861.0,381.4,245.2,34,通过,便利店,660.8,4096
RETL-202512-964219,零售行业,1.0,301.1,大连,二线城市,301.0,833.9,572.3,73,通过,便利店,1402.0,10558
RETL-202512-061661,零售行业,14.0,318.3,济南,二线城市,585.0,119.1,89.3,20,通过,美妆零售,660.4,5678
RETL-202512-264239,零售行业,14.0,376.8,哈尔滨,二线城市,501.0,384.3,325.2,58,通过,文具零售,662.0,1575
RETL-202512-403256,零售行业,,27.2,武汉,新一线城市,704.0,300.2,223.4,5,通过,家电零售,105.5,8980
RETL-202512-302286,零售行业,1.0,399.3,唐山,三线及以下,301.0,34.1,28.0,18,通过,服饰零售,798.7,1403
RETL-202512-097078,零售行业,6.0,304.0,常州,三线及以下,388.0,93.9,78.9,32,通过,综合商超,270.2,6020
RETL-202512-890200,零售行业,11.0,103.4,泉州,三线及以下,811.0,285.2,221.0,18,通过,家电零售,194.1,8881
RETL-202512-659762,零售行业,15.0,76.1,长沙,二线城市,902.0,83.3,56.4,34,通过,美妆零售,106.1,8287
RETL-202512-096874,零售行业,6.0,55.5,青岛,二线城市,936.0,196.5,124.6,23,通过,综合商超,573.9,3953
RETL-202512-083817,零售行业,30.0,73.2,青岛,二线城市,800.0,760.9,638.3,78,通过,生鲜零售,1000.5,47362
RETL-202512-044968,零售行业,7.0,459.4,长沙,二线城市,821.0,260.5,162.1,18,通过,便利店,722.1,2081
RETL-202512-327866,零售行业,30.0,62.4,宁波,二线城市,905.0,234.7,145.5,36,通过,综合商超,781.9,9575
RETL-202512-523596,零售行业,3.0,243.3,杭州,新一线城市,814.0,153.1,116.7,13,通过,文具零售,758.4,9071
RETL-202512-652961,零售行业,7.0,22.0,济南,二线城市,450.0,57.5,46.1,10,通过,美妆零售,150.9,7117
RETL-202512-572360,零售行业,8.0,239.3,济南,二线城市,725.0,647.6,474.2,64,通过,便利店,1472.4,16364
RETL-202512-863300,零售行业,,456.9,沈阳,二线城市,899.0,514.7,379.8,115,拒绝,综合商超,895.8,15004
RETL-202512-263525,零售行业,15.0,34.1,北京,一线城市,480.0,358.8,297.4,27,通过,生鲜零售,287.7,6765
RETL-202512-284743,零售行业,14.0,28.1,邯郸,三线及以下,846.0,161.9,132.0,19,通过,生鲜零售,326.4,1513
RETL-202512-434254,零售行业,12.0,54.8,邯郸,三线及以下,575.0,557.4,396.1,87,通过,美妆零售,1370.0,15979
RETL-202512-043336,零售行业,1.0,143.9,广州,一线城市,639.0,156.7,103.7,24,通过,生鲜零售,644.3,7459
RETL-202512-135217,零售行业,11.0,193.9,宁波,二线城市,721.0,413.6,320.2,43,通过,家电零售,394.0,3929
RETL-202512-576483,零售行业,3.0,487.1,沈阳,二线城市,865.0,50.0,40.5,47,通过,生鲜零售,306.7,3309
RETL-202512-612065,零售行业,2.0,353.0,保定,三线及以下,367.0,640.1,390.1,98,通过,文具零售,1147.8,35886
RETL-202512-115685,零售行业,6.0,367.3,哈尔滨,二线城市,469.0,95.5,59.0,11,通过,服饰零售,710.9,4847
RETL-202512-801742,零售行业,1.0,204.3,北京,一线城市,917.0,46.9,31.9,23,通过,综合商超,77.3,8222
RETL-202512-124207,零售行业,11.0,499.1,大连,二线城市,489.0,76.0,63.2,46,通过,便利店,777.1,3726
RETL-202512-708548,零售行业,3.0,314.9,上海,一线城市,581.0,220.3,175.2,59,通过,美妆零售,634.7,4908
RETL-202512-355413,零售行业,8.0,451.7,北京,一线城市,372.0,359.9,270.8,43,通过,便利店,660.2,2251
RETL-202512-608308,零售行业,15.0,453.0,武汉,新一线城市,494.0,267.1,216.2,46,通过,综合商超,267.9,8222
RETL-202512-492024,零售行业,3.0,365.7,大连,二线城市,670.0,92.8,69.7,45,拒绝,生鲜零售,147.6,6025
RETL-202512-140716,零售行业,8.0,189.6,成都,新一线城市,945.0,130.9,87.1,42,通过,生鲜零售,405.5,9988
RETL-202512-561721,零售行业,4.0,447.5,济南,二线城市,818.0,114.6,84.4,58,通过,文具零售,472.0,5417
RETL-202512-512245,零售行业,11.0,465.3,保定,三线及以下,616.0,211.8,161.9,6,通过,综合商超,604.5,4524
RETL-202512-316734,零售行业,15.0,195.9,杭州,新一线城市,774.0,205.2,126.2,38,通过,综合商超,54.5,9742
RETL-202512-499144,零售行业,7.0,307.6,杭州,新一线城市,809.0,269.8,189.8,21,通过,家电零售,567.7,7737
RETL-202512-035685,零售行业,4.0,58.9,哈尔滨,二线城市,353.0,389.4,330.2,32,通过,家电零售,700.8,6632
RETL-202512-609659,零售行业,10.0,273.1,沈阳,二线城市,724.0,669.5,423.6,70,通过,便利店,1275.6,29279
RETL-202512-793425,零售行业,6.0,194.9,广州,一线城市,437.0,46.8,36.1,46,通过,家电零售,450.0,4570
RETL-202512-938362,零售行业,9.0,43.5,北京,一线城市,546.0,112.4,82.0,5,通过,生鲜零售,239.1,9453
RETL-202512-519964,零售行业,15.0,263.4,宁波,二线城市,517.0,15.8,10.4,49,通过,生鲜零售,327.2,8110
RETL-202512-024613,零售行业,13.0,463.0,上海,一线城市,665.0,11.7,7.9,39,拒绝,便利店,568.8,7299
RETL-202512-284067,零售行业,1.0,496.2,泉州,三线及以下,457.0,116.6,94.3,40,通过,便利店,325.4,9327
RETL-202512-909878,零售行业,6.0,145.5,唐山,三线及以下,569.0,346.8,264.3,54,通过,文具零售,162.5,9189
RETL-202512-239063,零售行业,2.0,,厦门,二线城市,892.0,650.8,511.4,81,通过,美妆零售,1273.6,48070
RETL-202512-954927,零售行业,10.0,237.9,天津,新一线城市,499.0,188.0,127.9,49,通过,美妆零售,662.8,4384
RETL-202512-386696,零售行业,8.0,487.9,青岛,二线城市,577.0,932.7,635.2,79,通过,便利店,1378.0,43926
RETL-202512-747550,零售行业,8.0,272.0,常州,三线及以下,619.0,95.2,63.6,5,通过,文具零售,246.2,4766
RETL-202512-781300,零售行业,9.0,438.1,重庆,新一线城市,357.0,905.2,718.3,107,通过,服饰零售,1393.0,10916
RETL-202512-948230,零售行业,14.0,276.4,常州,三线及以下,843.0,114.5,69.1,13,通过,家电零售,495.4,2931
RETL-202512-404636,零售行业,8.0,462.8,厦门,二线城市,699.0,254.1,214.2,24,通过,综合商超,310.0,5815
RETL-202512-297138,零售行业,2.0,477.2,杭州,新一线城市,759.0,507.9,398.5,98,通过,美妆零售,1245.8,33722
RETL-202512-987427,零售行业,2.0,126.9,重庆,新一线城市,472.0,317.4,209.5,23,通过,综合商超,614.2,4800
RETL-202512-392082,零售行业,15.0,408.0,宁波,二线城市,803.0,289.8,237.4,49,通过,服饰零售,419.9,6764
RETL-202512-696856,零售行业,25.0,480.4,潍坊,三线及以下,879.0,341.1,217.2,48,通过,便利店,364.3,5358
RETL-202512-808551,零售行业,9.0,316.2,广州,一线城市,735.0,356.2,299.6,29,拒绝,便利店,246.1,7750
RETL-202512-820016,零售行业,15.0,86.9,长沙,二线城市,539.0,998.2,671.1,92,通过,文具零售,1149.5,25020
RETL-202512-453741,零售行业,5.0,220.5,重庆,新一线城市,858.0,623.1,396.1,83,通过,美妆零售,1330.0,30407
RETL-202512-673117,零售行业,8.0,40.7,苏州,新一线城市,506.0,329.5,202.3,40,通过,便利店,638.5,6786
RETL-202512-964984,零售行业,10.0,49.5,杭州,新一线城市,337.0,128.3,95.1,13,通过,便利店,271.2,5454
RETL-202512-409549,零售行业,11.0,230.6,泉州,三线及以下,560.0,346.4,228.7,59,通过,便利店,397.2,7593
RETL-202512-598608,零售行业,7.0,239.6,宁波,二线城市,483.0,44.5,36.5,15,通过,生鲜零售,612.9,5953
RETL-202512-563454,零售行业,13.0,251.1,成都,新一线城市,831.0,107.1,87.4,54,通过,家电零售,666.8,3217
RETL-202512-158853,零售行业,4.0,448.5,保定,三线及以下,581.0,206.0,132.3,47,通过,生鲜零售,584.9,6531
RETL-202512-907713,零售行业,9.0,12.1,成都,新一线城市,815.0,224.7,175.8,34,通过,美妆零售,779.1,3743
RETL-202512-075677,零售行业,11.0,377.1,潍坊,三线及以下,624.0,204.2,164.2,58,通过,便利店,213.7,2722
RETL-202512-710564,零售行业,14.0,296.5,阜阳,三线及以下,826.0,94.7,78.1,45,通过,综合商超,750.6,7344
RETL-202512-548216,零售行业,8.0,472.2,哈尔滨,二线城市,344.0,912.3,567.6,87,通过,综合商超,1146.0,46165
RETL-202512-819862,零售行业,1.0,479.5,潍坊,三线及以下,348.0,64.1,52.0,12,通过,文具零售,151.6,8046
RETL-202512-816458,零售行业,14.0,24.5,苏州,新一线城市,732.0,269.6,219.2,23,通过,文具零售,130.0,7534
RETL-202512-487440,零售行业,14.0,250.7,泉州,三线及以下,532.0,241.9,158.5,60,通过,服饰零售,214.6,7699
RETL-202512-758880,零售行业,14.0,482.4,沈阳,二线城市,933.0,93.4,68.3,25,通过,便利店,371.8,1857
RETL-202512-108978,零售行业,15.0,388.8,长沙,二线城市,646.0,21.5,14.4,12,通过,美妆零售,257.2,6796
RETL-202512-619157,零售行业,13.0,197.0,厦门,二线城市,384.0,117.1,93.5,5,通过,综合商超,675.6,6466
RETL-202512-817870,零售行业,20.0,222.8,盐城,三线及以下,665.0,381.7,279.4,35,通过,综合商超,178.9,4741
RETL-202512-573514,零售行业,4.0,353.3,邯郸,三线及以下,330.0,166.3,117.4,24,通过,文具零售,325.8,9744
RETL-202512-352287,零售行业,2.0,35.8,天津,新一线城市,645.0,177.2,135.6,39,拒绝,家电零售,134.4,5547
RETL-202512-684236,零售行业,13.0,452.9,武汉,新一线城市,942.0,742.0,607.1,109,通过,服饰零售,1404.7,25940
